acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
clfs.c	ClfsReserveAndAppendLogInternal(struct _FILE_OBJECT *a1, __int64 *a2, HANDLE a3, __int64 *a4, __int64 a5, __int64 a6, union _CLS_LSN *a7, __int64 a8, union _CLS_LSN *a9, union _CLS_LSN *a10, __int64 a11, __int64 a12, char a13, __int64 a14)
clfs.c	ClfsReserveAndAppendLog(CClfsKernelMarshallingContext *a1, struct _CLS_WRITE_ENTRY *a2, unsigned __int32 a3, __int64 a4, _QWORD *a5, int a6, __int64 *a7, unsigned __int32 a8, int a9)
clfs.c	ClfsReserveAndAppendLogAligned(CClfsKernelMarshallingContext *this, struct _CLS_WRITE_ENTRY *a2, unsigned __int32 a3, int a4, __int64 a5, _QWORD *a6, int a7, __int64 *a8, unsigned __int32 a9, int a10)
clfs.c	CClfsKernelMarshallingContext::ReserveAndAppendLog(CClfsKernelMarshallingContext *this, struct _CLS_WRITE_ENTRY *a2, unsigned __int32 a3, __int64 *a4, unsigned __int32 a5, __int64 *const a6, const union _CLS_LSN *a7, const union _CLS_LSN *a8, unsigned __int32 a9, union _CLS_LSN *a10)
clfs.c	CClfsKernelMarshallingContext::AppendRecord(CClfsKernelMarshallingContext *this, struct _CLS_WRITE_ENTRY *a2, unsigned __int32 a3, int a4, int a5, __int64 *const a6, unsigned __int32 a7, struct _CLFS_RECORD_HEADER **a8, unsigned __int32 *a9, unsigned __int32 *a10, unsigned __int32 *a11)
clfs.c	CClfsLogFcbPhysical::SetCacheFileSizes(CClfsLogFcbPhysical *this, struct _FILE_OBJECT *a2, const __int64 *a3, const __int64 *a4)
clfs.c	CClfsKernelMarshallingContext::AppendWriteBlockToFlushQueue(CClfsKernelMarshallingContext *this, __int64 a2, int a3)
clfs.c	ClfsCreateLogFile(__int64 a1, struct _UNICODE_STRING *a2, ACCESS_MASK a3, int a4, void *a5, int a6, char a7, int a8, unsigned int a9, __int64 a10, unsigned int a11)
clfs.c	CClfsLogFcbPhysical::ReadLogPagingIo(CClfsLogFcbPhysical *this, const union _LARGE_INTEGER *a2, const struct _CLFS_READ_BUFFER *a3, unsigned __int32 a4, struct IClfsRequestAsync *a5, unsigned __int32 *a6)
clfs.c	CClfsBaseFilePersisted::LoadContainerQ(CClfsBaseFilePersisted *this, unsigned __int32 *const a2, int a3, char a4, unsigned __int8 a5, unsigned __int32 *a6, unsigned __int32 *a7, unsigned __int64 *a8)
clfs.c	CClfsLogFcbVirtual::ReserveAndAppendLog(CClfsLogFcbVirtual *this, struct _FILE_OBJECT *a2, void *a3, int a4, const unsigned __int64 *a5, __int64 *a6, const __int64 *a7, unsigned __int8 a8, struct IClfsRequestAsync *a9, const union _CLS_LSN *a10, struct _IO_STATUS_BLOCK *a11, __int64 *a12, union _CLS_LSN *a13, union _CLS_LSN *a14, union _CLS_LSN *a15)
clfs.c	CClfsLogFcbPhysical::CompleteAsyncReadBlock(CClfsLogFcbPhysical *this, const union _CLS_LSN *a2, int a3, void *a4, unsigned __int32 a5, unsigned __int64 *a6, union _CLS_LSN *a7)
clfs.c	CClfsLogFcbPhysical::WriteRestartDone(CClfsLogFcbPhysical *this, char a2)
clfs.c	CClfsRequest::Create(CClfsRequest *this)
clfs.c	CClfsBaseFilePersisted::OpenImage(CClfsBaseFilePersisted *this, struct _UNICODE_STRING *a2, const struct _CLFS_FILTER_CONTEXT *a3, char a4, unsigned __int8 *a5)
clfs.c	CClfsLogFcbPhysical::CreateBaseFileName(PCUNICODE_STRING Source, PUNICODE_STRING Destination)
clfs.c	CClfsBaseFilePersisted::CreateImage(CClfsBaseFilePersisted *this, struct _UNICODE_STRING *a2, struct _CLFS_FILTER_CONTEXT *a3, PSECURITY_DESCRIPTOR SecurityDescriptor, const struct _CLFS_FILTER_CONTEXT *a5, void *const SecurityDescriptora, unsigned __int8 a7, unsigned __int8 *a8)
clfs.c	CClfsBaseFilePersisted::CreateMetadataBlock(__int64 a1, int a2, __int64 a3, unsigned int a4)
clfs.c	CClfsLogFcbVirtual::Create(CClfsLogFcbVirtual *this, char a2, struct IFcbPhysical *a3, void *a4, ACCESS_MASK DesiredAccess, unsigned __int16 a6, ULONG DesiredShareAccess, unsigned __int32 DesiredShareAccessa, struct _ACCESS_STATE *a9, char a10, struct _FILE_OBJECT *FileObject, PFILE_OBJECT a12)
clfs.c	ClfsAddLogContainerSet(__int64 a1, unsigned __int16 a2, __int64 a3, __int64 a4)
clfs.c	CClfsBaseFilePersisted::CreateContainer(CClfsBaseFilePersisted *this, const struct _UNICODE_STRING *a2, const unsigned __int64 *a3, int a4, char a5, unsigned __int8 a6, struct CClfsContainer **a7)
clfs.c	CClfsContainer::Create(CClfsContainer *this, struct _UNICODE_STRING *a2, const unsigned __int64 *a3, const struct _CLFS_FILTER_CONTEXT *a4, void *const a5, unsigned __int8 a6, unsigned __int8 *a7)
clfs.c	CClfsBaseFilePersisted::CreateContainerSecurityDescriptor(CClfsBaseFilePersisted *this, void *a2, unsigned int a3, void **a4)
clfs.c	ClfsCreateScanContext(void *Dst, int a2, unsigned int a3, char a4, void *Dsta)
clfs.c	CClfsContainer::SetInformation(CClfsContainer *this, struct _IO_STATUS_BLOCK *a2, void *a3, int a4, enum _FILE_INFORMATION_CLASS a5)
clfs.c	CClfsLogFcbPhysical::TearDownOpen(CClfsLogFcbPhysical *this, struct _FILE_OBJECT *a2)
clfs.c	CClfsLogFcbVirtual::ReadRestart(CClfsLogFcbVirtual *this, struct _FILE_OBJECT *a2, const struct _CLFS_READ_BUFFER *a3, __int64 a4, struct IClfsRequestAsync *a5, unsigned __int32 a6, union _CLS_LSN *a7, union _CLS_LSN *a8, unsigned __int32 *a9)
clfs.c	CClfsLogFcbVirtual::CompleteAsyncReadBlock(CClfsLogFcbVirtual *this, const union _CLS_LSN *a2, unsigned int a3, void *a4)
clfs.c	CClfsLogFcbPhysical::CompleteAsyncReadClientBlock(CClfsLogFcbPhysical *this, char a2, const union _CLS_LSN *a3, unsigned int a4, void *a5, unsigned __int32 a6, unsigned __int64 *a7, union _CLS_LSN *a8)
clfs.c	CClfsLogFcbVirtual::ReadLogBlock(CClfsLogFcbVirtual *this, struct _FILE_OBJECT *a2, const union _CLS_LSN *a3, __int64 a4, const struct _CLFS_READ_BUFFER *a5, unsigned __int32 a6, struct IClfsRequestAsync *a7, unsigned __int32 a8, union _CLS_LSN *a9, unsigned __int32 *a10)
clfs.c	CClfsLogFcbPhysical::ReadClientBlock(CClfsLogFcbPhysical *this, struct _FILE_OBJECT *a2, struct _CLFS_OWNER_ENTRY *a3, const union _CLS_LSN *a4, const union _CLS_LSN *a5, const struct _CLFS_OWNER_REFERRAL *a6, const struct _CLFS_OWNER_ENTRY *const a7, unsigned __int32 a8, const struct _CLFS_READ_BUFFER *a9, unsigned __int32 a10, struct IClfsRequestAsync *a11, unsigned __int32 a12, union _CLS_LSN *a13, unsigned __int32 *a14)
clfs.c	CClfsLogFcbPhysical::ReadOwnerPage(CClfsLogFcbPhysical *this, const union _CLS_LSN *a2, union _CLS_LSN *a3, unsigned __int8 a4, unsigned __int8 *a5, union _CLS_LSN *a6)
clfs.c	CClfsLogFcbPhysical::ReadRawOwnerPage(CClfsLogFcbPhysical *this, const union _CLS_LSN *a2, struct _CLFS_LOG_BLOCK_HEADER *a3, __int64 a4, unsigned __int8 a5, PERESOURCE Resource, unsigned __int32 *a7)
clfs.c	CClfsManagedLogCollection::FindOrCreateManagedLog(CClfsManagedLogCollection *this, struct _FILE_OBJECT *a2, struct CClfsManagedLog **a3)
clfs.c	ClfsMgmtSetLogFileSize(struct _FILE_OBJECT *a1, struct _ERESOURCE *a2, unsigned __int64 *a3)
clfs.c	ClfsMgmtSetLogFileSizeAsClient(struct _FILE_OBJECT *a1, struct CClfsManagedLogClient *a2, PERESOURCE Resource, unsigned __int64 *a4)
clfs.c	CClfsManagedLog::SetLogFileSize(ULONG_PTR BugCheckParameter4, PERESOURCE Resource, struct CClfsManagedLogClient *a3, unsigned __int64 *a4, void (__stdcall *Resourcea)(struct _FILE_OBJECT *, __int32, void *), void *a6)
clfs.c	CClfsBaseFile::LoadClientBaseLsn(CClfsBaseFile *this, union _CLS_LSN *const a2, __int64 a3, unsigned __int32 *a4)
clfs.c	CClfsBaseFilePersisted::CreateAbsoluteContainerPath(CClfsBaseFilePersisted *this, const struct _UNICODE_STRING *a2, struct _UNICODE_STRING *a3)
clfs.c	CClfsLogFcbVirtual::Open(CClfsLogFcbVirtual *this, unsigned __int8 a2, __int64 DesiredAccess, void *a4, ULONG DesiredShareAccess, unsigned __int32 DesiredAccessa, unsigned __int32 DesiredShareAccessa, struct _ACCESS_STATE *a8, char a9, PFILE_OBJECT FileObject, struct CClfsLogCcb *a11)
clfs.c	CClfsLogCcb::SetFileSystemFlag(ULONG_PTR BugCheckParameter4)
clfs.c	CClfsDriver::ReadRegistry(CClfsDriver *this, unsigned __int32 *a2)
clfs.c	CClfsLogFcbPhysical::ReadRestart_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::ReadImage_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsKernelMarshallingContext::ReadRestartArea_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsReadRestartAreaInternal_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadRestart_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsKernelMarshallingContext::ReadMarshalledLogRecord_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsKernelMarshallingContext::ReadLogRecord_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsReadLogRecordInternal_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadLogBlock_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsContainer::SetCompression_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadLogPagingIo_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsContainer::Open_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsContainer::ReadSector_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::ReadMetadataBlock_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsReserveAndAppendLogInternal_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsKernelMarshallingContext::ReserveAndAppendLog_::_1_::fin_0(__int64 a1, __int64 a2, __int64 a3)
clfs.c	CClfsLogFcbPhysical::SetCacheFileSizes_::_1_::filt_0(__int64 a1)
clfs.c	CClfsLogFcbPhysical::SetCacheFileSizes_::_1_::fin_1(__int64 a1, __int64 a2)
clfs.c	CClfsKernelMarshallingContext::AppendWriteBlockToFlushQueue_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsCreateLogFile_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::ReadLogPagingIo_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::LoadContainerQ_::_1_::fin_0(CClfsBaseFilePersisted *a1, __int64 a2, __int64 a3)
clfs.c	CClfsLogFcbVirtual::ReserveAndAppendLog_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::WriteRestartDone_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::Create_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::OpenImage_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::CreateImage_::_1_::fin_0(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
clfs.c	CClfsBaseFilePersisted::CreateMetadataBlock_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::Create_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsAddLogContainerSet_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::CreateContainer_::_1_::fin_0(CClfsBaseFilePersisted *a1, __int64 a2)
clfs.c	CClfsContainer::Create_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::CreateContainerSecurityDescriptor_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsCreateScanContext_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsContainer::SetInformation_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::TearDownOpen_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::ReadLogBlock_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::ReadClientBlock_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::ReadOwnerPage_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::ReadRawOwnerPage_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsMgmtSetLogFileSizeAsClient_fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsManagedLog::SetLogFileSize_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFile::LoadClientBaseLsn_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFilePersisted::CreateAbsoluteContainerPath_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::Open_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFileSnapshot::CopyImage(CClfsBaseFileSnapshot *this, unsigned int a2, unsigned __int32 a3, unsigned __int8 *a4, unsigned __int32 *a5)
clfs.c	CClfsBaseFileSnapshot::CopyImage_::_1_::fin_0(__int64 a1, __int64 a2, __int64 a3, unsigned __int32 *a4)
clfs.c	CClfsBaseFilePersisted::CreateSharedSecurityContext(CClfsBaseFilePersisted *this, unsigned __int8 a2, void *const a3)
clfs.c	CClfsBaseFilePersisted::CreateSharedSecurityContext_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFile::CreateSnapshot(CClfsBaseFile *this, struct CClfsBaseFileSnapshot **a2)
clfs.c	CClfsBaseFile::CreateSnapshot_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsBaseFileSnapshot::ReadContainerQ(CClfsBaseFileSnapshot *this, unsigned __int32 *const a2, struct _CLFS_CLIENT_CONTEXT *a3, unsigned __int32 *a4, unsigned __int32 *a5, unsigned __int64 *a6)
clfs.c	CClfsBaseFileSnapshot::ReadContainerQ_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsContainer::SetSecurityInformation(CClfsContainer *this, struct _IO_STATUS_BLOCK *a2, const unsigned __int32 *a3, void *a4)
clfs.c	CClfsContainer::SetSecurityInformation_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadArchiveMetadata(CClfsRequest *this)
clfs.c	CClfsRequest::ReadArchiveMetadata_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadLogBlock(CClfsRequest *this)
clfs.c	CClfsRequest::ReadLogBlock_::_1_::fin_0_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReadRestart(CClfsRequest *this)
clfs.c	CClfsRequest::ReadRestart_::_1_::fin_0_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog(CClfsRequest *this)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_5(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_1(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_0(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_2(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_3(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::filt_4(struct _EXCEPTION_POINTERS *a1, __int64 a2)
clfs.c	CClfsRequest::ReserveAndAppendLog_::_1_::fin_6(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::SetArchiveTail(CClfsRequest *this)
clfs.c	CClfsRequest::SetArchiveTail_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::SetEndOfLog(CClfsRequest *this)
clfs.c	CClfsRequest::SetEndOfLog_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsRequest::SetSecurityInformation(CClfsRequest *this)
clfs.c	CClfsRequest::SetSecurityInformation_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogCcb::ReadArchiveMetadata(CClfsLogCcb *this, unsigned int a2, unsigned __int32 a3, unsigned __int8 *a4, unsigned __int32 *a5)
clfs.c	CClfsLogCcb::ReadArchiveMetadata_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::ReadOneRawSectorSync(CClfsLogFcbPhysical *this, struct CClfsContainer **a2, unsigned __int32 *a3, union _CLS_LSN *a4, union _CLS_LSN *a5, unsigned __int8 a6, PRKEVENT Event)
clfs.c	CClfsLogFcbPhysical::SetArchiveTail(CClfsLogFcbPhysical *this, struct _FILE_OBJECT *a2, const union _CLS_LSN *a3)
clfs.c	CClfsLogFcbPhysical::SetArchiveTail_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::SetArchiveTail(CClfsLogFcbVirtual *this, struct _FILE_OBJECT *a2, const union _CLS_LSN *a3)
clfs.c	CClfsLogFcbVirtual::SetArchiveTail_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbPhysical::SetEndOfLog(CClfsLogFcbPhysical *this, struct _FILE_OBJECT *a2, unsigned __int8 a3, struct _CLFS_TRUNCATE_CLIENT_CHANGE *const a4, unsigned __int32 a5)
clfs.c	CClfsLogFcbPhysical::SetEndOfLog_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::SetEndOfLog(CClfsLogFcbVirtual *this, struct _FILE_OBJECT *a2, char a3, struct _CLFS_TRUNCATE_CLIENT_CHANGE *const a4)
clfs.c	CClfsLogFcbPhysical::SetLogFileInfo(__int64 a1, struct _FILE_OBJECT *a2, int a3, __int64 a4, unsigned int a5)
clfs.c	CClfsLogFcbPhysical::SetLogFileInfo_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	CClfsLogFcbVirtual::SetLogFileInfo(__int64 a1, __int64 a2, unsigned int a3, __int64 a4)
clfs.c	CClfsLogFcbVirtual::SetLogFileInfo_::_1_::fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsRemoveLogContainerSet(__int64 a1, unsigned __int16 a2, __int64 a3, char a4)
clfs.c	ClfsRemoveLogContainerSet_fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsSetArchiveTail(__int64 a1, __int64 a2)
clfs.c	ClfsSetArchiveTail_fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsSetLogFileInformation(__int64 a1, unsigned int a2, __int64 a3, int a4)
clfs.c	ClfsSetLogFileInformation_fin_0(__int64 a1, __int64 a2)
clfs.c	ClfsMgmtSetNotification(void *a1, struct _CLFS_MGMT_SET_NOTIFICATION *a2)
clfs.c	ClfsMgmtUserModeSetSizeCompletion(struct _FILE_OBJECT *a1, unsigned int a2, void *a3)
clfs.c	CClfsManagedLogClientUser::CreateNotification(__int64 a1, int a2, int a3, __int64 a4, unsigned __int8 a5)
clfs.c	CClfsManagedLogClientUser::ReadNotification(CClfsManagedLogClientUser *this, struct IClfsRequestAsync *a2, unsigned __int32 *a3)
clfs.c	CClfsManagedLogClientUser::ReadNotification_::_1_::fin_0(__int64 a1, __int64 a2)
CmBatt.c	CmBattSetCoolingPercentage(__int64 a1, char a2)
CmBatt.c	CmBattSetPowerState(PDEVICE_OBJECT DeviceObject, PVOID Tag)
CmBatt.c	CmBattOpenClose(__int64 a1, __int64 a2)
CmBatt.c	CmBattSetStatusNotify(__int64 a1, int a2, __int64 a3)
CmBatt.c	CmBattSendDownStreamIrp(PDEVICE_OBJECT DeviceObject, PVOID a2, void *a3, ULONG a4, PVOID a5, ULONG a6)
CmBatt.c	CmBattSetTripPpoint(__int64 a1, void *a2)
CmBatt.c	CmBattSetThrottle(__int64 a1, int a2)
CmBatt.c	CmBattCreateFdo(struct _DRIVER_OBJECT *a1, struct _DEVICE_OBJECT *a2, ULONG a3, __int64 a4)
CmBatt.c	CmBattSetWmiDataItem(PDEVICE_OBJECT DeviceObject, PIRP Irp, int a3, __int64 a4, int a5, int a6, __int64 a7)
CmBatt.c	CmBattSetWmiDataBlock(PDEVICE_OBJECT DeviceObject, PIRP Irp, int a3, __int64 a4, __int64 a5, __int64 a6)
cng.c	SymCryptSha512Append(__int64 a1, const void *a2, size_t a3)
cng.c	SymCryptSha512AppendBlocks_ull(__int64 a1, __int64 a2, unsigned __int64 a3)
cng.c	CngCreateProcessNotifyRoutine(__int64 a1, __int64 a2, char a3)
cng.c	KeRegOpenKey(void *a1, const WCHAR *a2, ACCESS_MASK a3, HANDLE *a4)
cng.c	SymCryptAesDecryptAsmInternal@<rax>(int a1@<eax>, int a2@<edx>, int a3@<ecx>, int a4@<ebx>, __int64 a5@<r9>, unsigned __int64 a6@<r10>, __int64 a7@<r11>, __int64 a8@<r12>)
cng.c	SymCryptAesDecryptAsm@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, int a3@<ebp>, int a4@<edi>, int a5@<esi>, __int64 a6@<r8>)
cng.c	SymCryptAesCbcDecryptAsm(__int64 a1@<rdx>, __int64 a2@<rcx>, int a3@<ebp>, int a4@<edi>, int a5@<esi>, unsigned __int64 a6@<r8>, __int64 a7@<r9>, __int64 a8)
cng.c	SymCryptAesDecryptXmm(__int64 a1, __m128i *a2, __int64 a3)
cng.c	SymCryptAesDecryptXmm4(__m128i *a1@<rcx>, unsigned __int64 a2@<r10>, __m128i a3@<xmm0>, __m128i a4@<xmm1>, __m128i a5@<xmm2>, __m128i a6@<xmm3>)
cng.c	SymCryptAesCbcDecryptXmm(__int64 a1@<rdx>, __int64 a2@<rcx>, __int64 a3@<r8>, __m128i a4@<xmm1>, __m128i a5@<xmm2>, __m128i a6@<xmm3>, __m128i a7@<xmm7>, __m128i a8@<xmm8>, __int64 a9)
cng.c	SymCryptAesCreateDecryptionRoundKeyXmm(__int64 a1, __int64 a2)
cng.c	DecrementReferenceCount(__int64 a1)
cng.c	SymCryptSha1Append(unsigned __int64 a1, const void *a2, unsigned __int64 a3)
cng.c	SymCryptSha1AppendBlocksAsm(__int64 a1, unsigned __int64 a2, __int64 a3)
cng.c	SymCryptCbcDecrypt(__int64 a1, __int64 a2, const void *a3, const void *a4, __int64 a5, __int64 a6)
cng.c	SymCrypt3DesDecrypt(__int64 a1, __int64 a2, __int64 a3)
cng.c	BCryptDecrypt(__int64 a1, __int64 a2, __int64 a3, void *Dst, int a5, int a6, __int64 Dsta, int a8, __int64 a9, void *a10)
cng.c	MSCryptDecrypt(__int64 a1, unsigned __int64 a2, unsigned int a3, __int64 a4, const void *a5, int a6, __int64 a7, unsigned int a8, __int64 a9, int a10)
cng.c	MSBlockDecrypt(__int64 a1, __int64 a2, const void *a3)
cng.c	SymCryptAesCbcDecrypt(__int64 a1@<rdx>, __int64 a2@<rcx>, int a3@<ebp>, int a4@<edi>, int a5@<esi>, unsigned __int64 a6@<r8>, __int64 a7@<r9>, __m128i *a8@<xmm1>, __m128i *a9@<xmm2>, __m128i *a10@<xmm3>, __m128i *a11@<xmm7>, __m128i *a12@<xmm8>, __int64 a13)
cng.c	TlsDecryptPacket(void *a1, __int64 a2, unsigned __int64 a3, unsigned int a4, __int64 a5, int a6, __int64 a7, unsigned __int64 a8)
cng.c	SPSslDecryptPacket(__int64 a1, __int64 a2, unsigned __int64 a3, unsigned int a4, __int64 a5, int a6, __int64 a7, unsigned __int64 a8, int a9)
cng.c	SslDecryptPacket(__int64 a1, __int64 a2)
cng.c	SslDecrementProviderReferenceCount(__int64 a1)
cng.c	BCryptOpenAlgorithmProvider(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
cng.c	MSCryptOpenSymmetricProvider(__int64 a1, __int64 a2, signed int a3)
cng.c	LoadProvider(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
cng.c	FindInLoadedProviderList(__int64 a1)
cng.c	LoadInterface(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
cng.c	SPSslOpenProvider(__int64 a1, __int64 a2, int a3)
cng.c	SslOpenProvider(__int64 a1, __int64 a2, int a3)
cng.c	MSCryptSetAlgProperty(__int64 a1, const wchar_t *a2, __int64 a3, int a4)
cng.c	MSCryptSetProperty(__int64 a1, __int64 a2, const void *a3, int a4, int a5)
cng.c	MSCryptCreateMultiHash@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, size_t a3@<rbx>, unsigned int a4@<r8d>, __int64 a5@<r9>)
cng.c	BCryptCreateHash(void *Src, size_t Size, void *a3, unsigned int a4, void *Srca, size_t Sizea)
cng.c	MSCryptCreateHash@<rax>(__int64 a1@<rdx>, __int64 a2@<rcx>, size_t a3@<rbx>, __int64 a4@<r8>)
cng.c	ReverseMemCopy(unsigned __int64 a1, __int64 a2, unsigned int a3)
cng.c	MSCryptOpenHashProvider(__int64 a1, __int64 a2, int a3)
cng.c	SymCryptSha256Append(__int64 a1, const void *a2, unsigned __int64 a3)
cng.c	SymCryptSha256AppendBlocks_ul1(__int64 a1, __int64 a2, unsigned __int64 a3)
cng.c	SymCryptHmacSha1StateCopy(__int64 a1, __int64 a2, __int64 a3)
cng.c	SymCryptAesCmacAppend(__int64 a1, const void *a2, unsigned __int64 a3)
cng.c	SymCryptAesCmacKeyCopy(void *Src, void *Dst)
cng.c	SymCryptAesCmacStateCopy(__int64 a1, __int64 a2, __int64 a3)
cng.c	WideMultiString_Copy_ToSzStringArray(__int64 a1, __int64 a2, __int64 a3)
cng.c	SymCryptEcbDecrypt(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
cng.c	SymCryptAesDecrypt(__int64 a1, __m128i *a2, __int64 a3)
cng.c	BCryptSetProperty(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
cng.c	SymCryptCcmEncryptDecryptPart(__int64 a1, unsigned __int64 a2, __int64 a3, unsigned __int64 a4)
